
====================================
            Glide Script            
====================================

mmshare         2cb27f0eb7
glide-src       1e5ffd4733
psp-src         6c93e2fe77
macromodel-src  d47a6cf2e1
epik-src        46d635d642

--------------------------------------------------------------------------------
JobId          : tscc-13-18-0-62c8bb25
Name           : glide-dock_HTVS_1
Program        : Glide
Host           : tscc-13-18.sdsc.edu
Dir            : /oasis/tscc/scratch/cseitz/docking/mtb/disulfide/oxygen_channel/oxygen_1845/lifechemicals
HostEntry      : localhost
JobHost        : tscc-13-18.sdsc.edu
JobDir         : /oasis/tscc/scratch/cseitz/docking/mtb/disulfide/oxygen_channel/oxygen_1845/lifechemicals/cseitz/glide-dock_HTVS_1
JobSchrodinger : /home/ux453813/pkg/schrodinger2021-1
Commandline    : /home/ux453813/pkg/schrodinger2021-1/glide -WAIT glide-dock_HTVS_1.in -OVERWRITE -adjust -HOST localhost:64 -NJOBS 256 -NOLOCAL
StartTime      : 2022-07-08-16:18:02
--------------------------------------------------------------------------------

Running locally: False
Max retries: 2
Input file: glide-dock_HTVS_1.in

Setting up docking job
Separating ligands...
..................................................     50000
..................................................    100000
..................................................    150000
..................................................    200000
..................................................    250000
..................................................    300000
..................................................    350000
..................................................    400000
..................................................    450000
..................................................    500000
..................................................    550000
..................................................    600000
..................................................    650000
..................................................    700000
..................................................    750000
..................................................    800000
..................................................    850000
..................................................    900000
..............................                        930464
Number of structures that are to be docked: 930464
Setting up Glide docking jobs...

Running subjobs on hosts:
  localhost (Max: 64)
Number of jobs:       256
Max retries per job:  2
Max allowed failures: unlimited
Verbosity:            normal

Starting JobDJ...

Keep one job on driver host: False
JobDJ columns:
  C: Number of completed subjobs
  A: Number of active subjobs (e.g., submitted, running)
  W: Number of waiting/pending subjobs

  C   A   W | Activity  JobId  JobName  JobHost
 78  59 119 | finished  tscc-13-18-0-62c8c814 glide-dock_HTVS_1-0091 localhost [tscc-13-18]
 79  58 119 | finished  tscc-13-18-0-62c8c81a glide-dock_HTVS_1-0093 localhost [tscc-13-18]
 80  57 119 | finished  tscc-13-18-0-62c8c81c glide-dock_HTVS_1-0094 localhost [tscc-13-18]
 81  56 119 | finished  tscc-13-18-0-62c8c821 glide-dock_HTVS_1-0096 localhost [tscc-13-18]
 82  55 119 | finished  tscc-13-18-0-62c8c824 glide-dock_HTVS_1-0097 localhost [tscc-13-18]
 83  54 119 | finished  tscc-13-18-0-62c8c826 glide-dock_HTVS_1-0098 localhost [tscc-13-18]
 84  53 119 | finished  tscc-13-18-0-62c8c829 glide-dock_HTVS_1-0099 localhost [tscc-13-18]
 85  52 119 | finished  tscc-13-18-0-62c8c82c glide-dock_HTVS_1-0100 localhost [tscc-13-18]
 86  51 119 | finished  tscc-13-18-0-62c8c82e glide-dock_HTVS_1-0101 localhost [tscc-13-18]
 87  50 119 | finished  tscc-13-18-0-62c8c831 glide-dock_HTVS_1-0102 localhost [tscc-13-18]
 88  49 119 | finished  tscc-13-18-0-62c8c833 glide-dock_HTVS_1-0103 localhost [tscc-13-18]
 89  48 119 | finished  tscc-13-18-0-62c8c836 glide-dock_HTVS_1-0104 localhost [tscc-13-18]
 90  47 119 | finished  tscc-13-18-0-62c8c858 glide-dock_HTVS_1-0105 localhost [tscc-13-18]
 91  46 119 | finished  tscc-13-18-0-62c8c85a glide-dock_HTVS_1-0106 localhost [tscc-13-18]
 92  45 119 | finished  tscc-13-18-0-62c8c85d glide-dock_HTVS_1-0107 localhost [tscc-13-18]
 93  44 119 | finished  tscc-13-18-0-62c8c85f glide-dock_HTVS_1-0108 localhost [tscc-13-18]
 94  43 119 | finished  tscc-13-18-0-62c8c862 glide-dock_HTVS_1-0109 localhost [tscc-13-18]
 95  42 119 | finished  tscc-13-18-0-62c8c881 glide-dock_HTVS_1-0110 localhost [tscc-13-18]
 96  41 119 | finished  tscc-13-18-0-62c8c883 glide-dock_HTVS_1-0111 localhost [tscc-13-18]
 97  40 119 | finished  tscc-13-18-0-62c8c886 glide-dock_HTVS_1-0112 localhost [tscc-13-18]
 98  39 119 | finished  tscc-13-18-0-62c8c889 glide-dock_HTVS_1-0113 localhost [tscc-13-18]
 99  38 119 | finished  tscc-13-18-0-62c8c88c glide-dock_HTVS_1-0114 localhost [tscc-13-18]
100  37 119 | finished  tscc-13-18-0-62c8c88e glide-dock_HTVS_1-0115 localhost [tscc-13-18]
101  36 119 | finished  tscc-13-18-0-62c8c891 glide-dock_HTVS_1-0116 localhost [tscc-13-18]
102  35 119 | finished  tscc-13-18-0-62c8c893 glide-dock_HTVS_1-0117 localhost [tscc-13-18]
103  34 119 | finished  tscc-13-18-0-62c8c896 glide-dock_HTVS_1-0118 localhost [tscc-13-18]
104  33 119 | finished  tscc-13-18-0-62c8c899 glide-dock_HTVS_1-0119 localhost [tscc-13-18]
105  32 119 | finished  tscc-13-18-0-62c8c89b glide-dock_HTVS_1-0120 localhost [tscc-13-18]
106  31 119 | finished  tscc-13-18-0-62c8c89e glide-dock_HTVS_1-0121 localhost [tscc-13-18]
107  30 119 | finished  tscc-13-18-0-62c8c8a1 glide-dock_HTVS_1-0122 localhost [tscc-13-18]
108  29 119 | finished  tscc-13-18-0-62c8c8a4 glide-dock_HTVS_1-0123 localhost [tscc-13-18]
109  28 119 | finished  tscc-13-18-0-62c8c8a6 glide-dock_HTVS_1-0124 localhost [tscc-13-18]
110  27 119 | finished  tscc-13-18-0-62c8c8c9 glide-dock_HTVS_1-0125 localhost [tscc-13-18]
111  26 119 | finished  tscc-13-18-0-62c8c8cc glide-dock_HTVS_1-0126 localhost [tscc-13-18]
112  25 119 | finished  tscc-13-18-0-62c8c8cf glide-dock_HTVS_1-0127 localhost [tscc-13-18]
113  24 119 | finished  tscc-13-18-0-62c8c8d2 glide-dock_HTVS_1-0128 localhost [tscc-13-18]
114  23 119 | finished  tscc-13-18-0-62c8c8d5 glide-dock_HTVS_1-0129 localhost [tscc-13-18]
115  22 119 | finished  tscc-13-18-0-62c8c8d7 glide-dock_HTVS_1-0130 localhost [tscc-13-18]
116  21 119 | finished  tscc-13-18-0-62c8c8da glide-dock_HTVS_1-0131 localhost [tscc-13-18]
117  20 119 | finished  tscc-13-18-0-62c8c91b glide-dock_HTVS_1-0132 localhost [tscc-13-18]
118  19 119 | finished  tscc-13-18-0-62c8cabf glide-dock_HTVS_1-0133 localhost [tscc-13-18]
119  18 119 | finished  tscc-13-18-0-62c8cb58 glide-dock_HTVS_1-0134 localhost [tscc-13-18]
120  17 119 | finished  tscc-13-18-0-62c8cc25 glide-dock_HTVS_1-0135 localhost [tscc-13-18]
121  16 119 | finished  tscc-13-18-0-62c8ccad glide-dock_HTVS_1-0136 localhost [tscc-13-18]
122  15 119 | finished  tscc-13-18-0-62c8cd04 glide-dock_HTVS_1-0137 localhost [tscc-13-18]
122  16 118 | launched  tscc-13-18-0-62c8d3eb glide-dock_HTVS_1-0138 localhost [tscc-13-18]
122  17 117 | launched  tscc-13-18-0-62c8d3ee glide-dock_HTVS_1-0139 localhost [tscc-13-18]
122  18 116 | launched  tscc-13-18-0-62c8d3f0 glide-dock_HTVS_1-0140 localhost [tscc-13-18]
122  19 115 | launched  tscc-13-18-0-62c8d3f3 glide-dock_HTVS_1-0141 localhost [tscc-13-18]
122  20 114 | launched  tscc-13-18-0-62c8d3f5 glide-dock_HTVS_1-0142 localhost [tscc-13-18]
123  19 114 | finished  tscc-13-18-0-62c8c3da glide-dock_HTVS_1-0068 localhost [tscc-13-18]
124  18 114 | finished  tscc-13-18-0-62c8c50f glide-dock_HTVS_1-0071 localhost [tscc-13-18]
125  17 114 | finished  tscc-13-18-0-62c8c512 glide-dock_HTVS_1-0072 localhost [tscc-13-18]
126  16 114 | finished  tscc-13-18-0-62c8c68d glide-dock_HTVS_1-0076 localhost [tscc-13-18]
127  15 114 | finished  tscc-13-18-0-62c8c690 glide-dock_HTVS_1-0077 localhost [tscc-13-18]
128  14 114 | finished  tscc-13-18-0-62c8c7de glide-dock_HTVS_1-0080 localhost [tscc-13-18]
129  13 114 | finished  tscc-13-18-0-62c8c7e0 glide-dock_HTVS_1-0081 localhost [tscc-13-18]
130  12 114 | finished  tscc-13-18-0-62c8c7e2 glide-dock_HTVS_1-0082 localhost [tscc-13-18]
131  11 114 | finished  tscc-13-18-0-62c8c7e5 glide-dock_HTVS_1-0083 localhost [tscc-13-18]
132  10 114 | finished  tscc-13-18-0-62c8c7e7 glide-dock_HTVS_1-0084 localhost [tscc-13-18]
133   9 114 | finished  tscc-13-18-0-62c8c805 glide-dock_HTVS_1-0085 localhost [tscc-13-18]
134   8 114 | finished  tscc-13-18-0-62c8c807 glide-dock_HTVS_1-0086 localhost [tscc-13-18]
135   7 114 | finished  tscc-13-18-0-62c8c80a glide-dock_HTVS_1-0087 localhost [tscc-13-18]
136   6 114 | finished  tscc-13-18-0-62c8c817 glide-dock_HTVS_1-0092 localhost [tscc-13-18]
137   5 114 | finished  tscc-13-18-0-62c8c81f glide-dock_HTVS_1-0095 localhost [tscc-13-18]
137   6 113 | launched  tscc-13-18-0-62c8d4c1 glide-dock_HTVS_1-0143 localhost [tscc-13-18]
137   7 112 | launched  tscc-13-18-0-62c8d4c4 glide-dock_HTVS_1-0144 localhost [tscc-13-18]
137   8 111 | launched  tscc-13-18-0-62c8d4c6 glide-dock_HTVS_1-0145 localhost [tscc-13-18]
137   9 110 | launched  tscc-13-18-0-62c8d4c9 glide-dock_HTVS_1-0146 localhost [tscc-13-18]
137  10 109 | launched  tscc-13-18-0-62c8d4cb glide-dock_HTVS_1-0147 localhost [tscc-13-18]
137  11 108 | launched  tscc-13-18-0-62c8d4ce glide-dock_HTVS_1-0148 localhost [tscc-13-18]
137  12 107 | launched  tscc-13-18-0-62c8d4d1 glide-dock_HTVS_1-0149 localhost [tscc-13-18]
137  13 106 | launched  tscc-13-18-0-62c8d4d3 glide-dock_HTVS_1-0150 localhost [tscc-13-18]
137  14 105 | launched  tscc-13-18-0-62c8d4d6 glide-dock_HTVS_1-0151 localhost [tscc-13-18]
137  15 104 | launched  tscc-13-18-0-62c8d4d8 glide-dock_HTVS_1-0152 localhost [tscc-13-18]
137  16 103 | launched  tscc-13-18-0-62c8d4db glide-dock_HTVS_1-0153 localhost [tscc-13-18]
137  17 102 | launched  tscc-13-18-0-62c8d4de glide-dock_HTVS_1-0154 localhost [tscc-13-18]
137  18 101 | launched  tscc-13-18-0-62c8d4e1 glide-dock_HTVS_1-0155 localhost [tscc-13-18]
137  19 100 | launched  tscc-13-18-0-62c8d4e3 glide-dock_HTVS_1-0156 localhost [tscc-13-18]
137  20  99 | launched  tscc-13-18-0-62c8d4e6 glide-dock_HTVS_1-0157 localhost [tscc-13-18]
137  21  98 | launched  tscc-13-18-0-62c8d4e9 glide-dock_HTVS_1-0158 localhost [tscc-13-18]
137  22  97 | launched  tscc-13-18-0-62c8d4eb glide-dock_HTVS_1-0159 localhost [tscc-13-18]
137  23  96 | launched  tscc-13-18-0-62c8d4ee glide-dock_HTVS_1-0160 localhost [tscc-13-18]
137  24  95 | launched  tscc-13-18-0-62c8d4f1 glide-dock_HTVS_1-0161 localhost [tscc-13-18]
137  25  94 | launched  tscc-13-18-0-62c8d4f3 glide-dock_HTVS_1-0162 localhost [tscc-13-18]
137  26  93 | launched  tscc-13-18-0-62c8d4f7 glide-dock_HTVS_1-0163 localhost [tscc-13-18]
137  27  92 | launched  tscc-13-18-0-62c8d4f9 glide-dock_HTVS_1-0164 localhost [tscc-13-18]
137  28  91 | launched  tscc-13-18-0-62c8d4fc glide-dock_HTVS_1-0165 localhost [tscc-13-18]
137  29  90 | launched  tscc-13-18-0-62c8d4ff glide-dock_HTVS_1-0166 localhost [tscc-13-18]
137  30  89 | launched  tscc-13-18-0-62c8d502 glide-dock_HTVS_1-0167 localhost [tscc-13-18]
137  31  88 | launched  tscc-13-18-0-62c8d504 glide-dock_HTVS_1-0168 localhost [tscc-13-18]
137  32  87 | launched  tscc-13-18-0-62c8d507 glide-dock_HTVS_1-0169 localhost [tscc-13-18]
137  33  86 | launched  tscc-13-18-0-62c8d50a glide-dock_HTVS_1-0170 localhost [tscc-13-18]
137  34  85 | launched  tscc-13-18-0-62c8d50d glide-dock_HTVS_1-0171 localhost [tscc-13-18]
137  35  84 | launched  tscc-13-18-0-62c8d50f glide-dock_HTVS_1-0172 localhost [tscc-13-18]
137  36  83 | launched  tscc-13-18-0-62c8d512 glide-dock_HTVS_1-0173 localhost [tscc-13-18]
137  37  82 | launched  tscc-13-18-0-62c8d515 glide-dock_HTVS_1-0174 localhost [tscc-13-18]
137  38  81 | launched  tscc-13-18-0-62c8d517 glide-dock_HTVS_1-0175 localhost [tscc-13-18]
137  39  80 | launched  tscc-13-18-0-62c8d51a glide-dock_HTVS_1-0176 localhost [tscc-13-18]
137  40  79 | launched  tscc-13-18-0-62c8d51d glide-dock_HTVS_1-0177 localhost [tscc-13-18]
137  41  78 | launched  tscc-13-18-0-62c8d520 glide-dock_HTVS_1-0178 localhost [tscc-13-18]
137  42  77 | launched  tscc-13-18-0-62c8d522 glide-dock_HTVS_1-0179 localhost [tscc-13-18]
137  43  76 | launched  tscc-13-18-0-62c8d525 glide-dock_HTVS_1-0180 localhost [tscc-13-18]
137  44  75 | launched  tscc-13-18-0-62c8d528 glide-dock_HTVS_1-0181 localhost [tscc-13-18]
137  45  74 | launched  tscc-13-18-0-62c8d52a glide-dock_HTVS_1-0182 localhost [tscc-13-18]
137  46  73 | launched  tscc-13-18-0-62c8d52d glide-dock_HTVS_1-0183 localhost [tscc-13-18]
137  47  72 | launched  tscc-13-18-0-62c8d530 glide-dock_HTVS_1-0184 localhost [tscc-13-18]
137  48  71 | launched  tscc-13-18-0-62c8d533 glide-dock_HTVS_1-0185 localhost [tscc-13-18]
137  49  70 | launched  tscc-13-18-0-62c8d535 glide-dock_HTVS_1-0186 localhost [tscc-13-18]
137  50  69 | launched  tscc-13-18-0-62c8d538 glide-dock_HTVS_1-0187 localhost [tscc-13-18]
137  51  68 | launched  tscc-13-18-0-62c8d53b glide-dock_HTVS_1-0188 localhost [tscc-13-18]
137  52  67 | launched  tscc-13-18-0-62c8d53e glide-dock_HTVS_1-0189 localhost [tscc-13-18]
137  53  66 | launched  tscc-13-18-0-62c8d541 glide-dock_HTVS_1-0190 localhost [tscc-13-18]
137  54  65 | launched  tscc-13-18-0-62c8d544 glide-dock_HTVS_1-0191 localhost [tscc-13-18]
137  55  64 | launched  tscc-13-18-0-62c8d547 glide-dock_HTVS_1-0192 localhost [tscc-13-18]
137  56  63 | launched  tscc-13-18-0-62c8d54a glide-dock_HTVS_1-0193 localhost [tscc-13-18]
137  57  62 | launched  tscc-13-18-0-62c8d54d glide-dock_HTVS_1-0194 localhost [tscc-13-18]
137  58  61 | launched  tscc-13-18-0-62c8d550 glide-dock_HTVS_1-0195 localhost [tscc-13-18]
137  59  60 | launched  tscc-13-18-0-62c8d553 glide-dock_HTVS_1-0196 localhost [tscc-13-18]
137  60  59 | launched  tscc-13-18-0-62c8d556 glide-dock_HTVS_1-0197 localhost [tscc-13-18]
137  61  58 | launched  tscc-13-18-0-62c8d559 glide-dock_HTVS_1-0198 localhost [tscc-13-18]
137  62  57 | launched  tscc-13-18-0-62c8d55b glide-dock_HTVS_1-0199 localhost [tscc-13-18]
137  63  56 | launched  tscc-13-18-0-62c8d55e glide-dock_HTVS_1-0200 localhost [tscc-13-18]
137  64  55 | launched  tscc-13-18-0-62c8d561 glide-dock_HTVS_1-0201 localhost [tscc-13-18]
138  63  55 | finished  tscc-13-18-0-62c8d3f3 glide-dock_HTVS_1-0141 localhost [tscc-13-18]
138  64  54 | launched  tscc-13-18-0-62c8d9d5 glide-dock_HTVS_1-0202 localhost [tscc-13-18]
139  63  54 | finished  tscc-13-18-0-62c8d3f5 glide-dock_HTVS_1-0142 localhost [tscc-13-18]
139  64  53 | launched  tscc-13-18-0-62c8d9f6 glide-dock_HTVS_1-0203 localhost [tscc-13-18]
140  63  53 | finished  tscc-13-18-0-62c8d3f0 glide-dock_HTVS_1-0140 localhost [tscc-13-18]
140  64  52 | launched  tscc-13-18-0-62c8da22 glide-dock_HTVS_1-0204 localhost [tscc-13-18]
141  63  52 | finished  tscc-13-18-0-62c8d3eb glide-dock_HTVS_1-0138 localhost [tscc-13-18]
141  64  51 | launched  tscc-13-18-0-62c8da72 glide-dock_HTVS_1-0205 localhost [tscc-13-18]
142  63  51 | finished  tscc-13-18-0-62c8d4cb glide-dock_HTVS_1-0147 localhost [tscc-13-18]
142  64  50 | launched  tscc-13-18-0-62c8db72 glide-dock_HTVS_1-0206 localhost [tscc-13-18]
143  63  50 | finished  tscc-13-18-0-62c8d53b glide-dock_HTVS_1-0188 localhost [tscc-13-18]
144  62  50 | finished  tscc-13-18-0-62c8d544 glide-dock_HTVS_1-0191 localhost [tscc-13-18]
144  63  49 | launched  tscc-13-18-0-62c8db9f glide-dock_HTVS_1-0207 localhost [tscc-13-18]
144  64  48 | launched  tscc-13-18-0-62c8dba2 glide-dock_HTVS_1-0208 localhost [tscc-13-18]
145  63  48 | finished  tscc-13-18-0-62c8d54d glide-dock_HTVS_1-0194 localhost [tscc-13-18]
145  64  47 | launched  tscc-13-18-0-62c8dbbe glide-dock_HTVS_1-0209 localhost [tscc-13-18]
146  63  47 | finished  tscc-13-18-0-62c8d535 glide-dock_HTVS_1-0186 localhost [tscc-13-18]
146  64  46 | launched  tscc-13-18-0-62c8dbfa glide-dock_HTVS_1-0210 localhost [tscc-13-18]
147  63  46 | finished  tscc-13-18-0-62c8d4d6 glide-dock_HTVS_1-0151 localhost [tscc-13-18]
148  62  46 | finished  tscc-13-18-0-62c8d4e9 glide-dock_HTVS_1-0158 localhost [tscc-13-18]
149  61  46 | finished  tscc-13-18-0-62c8d50d glide-dock_HTVS_1-0171 localhost [tscc-13-18]
150  60  46 | finished  tscc-13-18-0-62c8d538 glide-dock_HTVS_1-0187 localhost [tscc-13-18]
151  59  46 | finished  tscc-13-18-0-62c8d541 glide-dock_HTVS_1-0190 localhost [tscc-13-18]
152  58  46 | finished  tscc-13-18-0-62c8d547 glide-dock_HTVS_1-0192 localhost [tscc-13-18]
153  57  46 | finished  tscc-13-18-0-62c8d54a glide-dock_HTVS_1-0193 localhost [tscc-13-18]
153  58  45 | launched  tscc-13-18-0-62c8dcb0 glide-dock_HTVS_1-0211 localhost [tscc-13-18]
153  59  44 | launched  tscc-13-18-0-62c8dcb2 glide-dock_HTVS_1-0212 localhost [tscc-13-18]
153  60  43 | launched  tscc-13-18-0-62c8dcb5 glide-dock_HTVS_1-0213 localhost [tscc-13-18]
153  61  42 | launched  tscc-13-18-0-62c8dcb8 glide-dock_HTVS_1-0214 localhost [tscc-13-18]
153  62  41 | launched  tscc-13-18-0-62c8dcba glide-dock_HTVS_1-0215 localhost [tscc-13-18]
154  61  41 | finished  tscc-13-18-0-62c8d3ee glide-dock_HTVS_1-0139 localhost [tscc-13-18]
155  60  41 | finished  tscc-13-18-0-62c8d4c6 glide-dock_HTVS_1-0145 localhost [tscc-13-18]
156  59  41 | finished  tscc-13-18-0-62c8d4c9 glide-dock_HTVS_1-0146 localhost [tscc-13-18]
157  58  41 | finished  tscc-13-18-0-62c8d4ce glide-dock_HTVS_1-0148 localhost [tscc-13-18]
158  57  41 | finished  tscc-13-18-0-62c8d4db glide-dock_HTVS_1-0153 localhost [tscc-13-18]
159  56  41 | finished  tscc-13-18-0-62c8d4e1 glide-dock_HTVS_1-0155 localhost [tscc-13-18]
160  55  41 | finished  tscc-13-18-0-62c8d4e3 glide-dock_HTVS_1-0156 localhost [tscc-13-18]
161  54  41 | finished  tscc-13-18-0-62c8d4e6 glide-dock_HTVS_1-0157 localhost [tscc-13-18]
162  53  41 | finished  tscc-13-18-0-62c8d507 glide-dock_HTVS_1-0169 localhost [tscc-13-18]
163  52  41 | finished  tscc-13-18-0-62c8d50f glide-dock_HTVS_1-0172 localhost [tscc-13-18]
164  51  41 | finished  tscc-13-18-0-62c8d515 glide-dock_HTVS_1-0174 localhost [tscc-13-18]
165  50  41 | finished  tscc-13-18-0-62c8d520 glide-dock_HTVS_1-0178 localhost [tscc-13-18]
166  49  41 | finished  tscc-13-18-0-62c8d522 glide-dock_HTVS_1-0179 localhost [tscc-13-18]
167  48  41 | finished  tscc-13-18-0-62c8d525 glide-dock_HTVS_1-0180 localhost [tscc-13-18]
168  47  41 | finished  tscc-13-18-0-62c8d528 glide-dock_HTVS_1-0181 localhost [tscc-13-18]
169  46  41 | finished  tscc-13-18-0-62c8d52a glide-dock_HTVS_1-0182 localhost [tscc-13-18]
170  45  41 | finished  tscc-13-18-0-62c8d52d glide-dock_HTVS_1-0183 localhost [tscc-13-18]
171  44  41 | finished  tscc-13-18-0-62c8d530 glide-dock_HTVS_1-0184 localhost [tscc-13-18]
172  43  41 | finished  tscc-13-18-0-62c8d533 glide-dock_HTVS_1-0185 localhost [tscc-13-18]
172  44  40 | launched  tscc-13-18-0-62c8de5f glide-dock_HTVS_1-0216 localhost [tscc-13-18]
172  45  39 | launched  tscc-13-18-0-62c8de61 glide-dock_HTVS_1-0217 localhost [tscc-13-18]
172  46  38 | launched  tscc-13-18-0-62c8de64 glide-dock_HTVS_1-0218 localhost [tscc-13-18]
172  47  37 | launched  tscc-13-18-0-62c8de66 glide-dock_HTVS_1-0219 localhost [tscc-13-18]
172  48  36 | launched  tscc-13-18-0-62c8de68 glide-dock_HTVS_1-0220 localhost [tscc-13-18]
173  47  36 | finished  tscc-13-18-0-62c8d4c1 glide-dock_HTVS_1-0143 localhost [tscc-13-18]
174  46  36 | finished  tscc-13-18-0-62c8d4c4 glide-dock_HTVS_1-0144 localhost [tscc-13-18]
175  45  36 | finished  tscc-13-18-0-62c8d4d1 glide-dock_HTVS_1-0149 localhost [tscc-13-18]
176  44  36 | finished  tscc-13-18-0-62c8d4d3 glide-dock_HTVS_1-0150 localhost [tscc-13-18]
177  43  36 | finished  tscc-13-18-0-62c8d4d8 glide-dock_HTVS_1-0152 localhost [tscc-13-18]
178  42  36 | finished  tscc-13-18-0-62c8d4de glide-dock_HTVS_1-0154 localhost [tscc-13-18]
179  41  36 | finished  tscc-13-18-0-62c8d4eb glide-dock_HTVS_1-0159 localhost [tscc-13-18]
180  40  36 | finished  tscc-13-18-0-62c8d4ee glide-dock_HTVS_1-0160 localhost [tscc-13-18]
181  39  36 | finished  tscc-13-18-0-62c8d4f1 glide-dock_HTVS_1-0161 localhost [tscc-13-18]
182  38  36 | finished  tscc-13-18-0-62c8d4f3 glide-dock_HTVS_1-0162 localhost [tscc-13-18]
183  37  36 | finished  tscc-13-18-0-62c8d4f7 glide-dock_HTVS_1-0163 localhost [tscc-13-18]
184  36  36 | finished  tscc-13-18-0-62c8d4f9 glide-dock_HTVS_1-0164 localhost [tscc-13-18]
185  35  36 | finished  tscc-13-18-0-62c8d4fc glide-dock_HTVS_1-0165 localhost [tscc-13-18]
186  34  36 | finished  tscc-13-18-0-62c8d4ff glide-dock_HTVS_1-0166 localhost [tscc-13-18]
187  33  36 | finished  tscc-13-18-0-62c8d502 glide-dock_HTVS_1-0167 localhost [tscc-13-18]
188  32  36 | finished  tscc-13-18-0-62c8d504 glide-dock_HTVS_1-0168 localhost [tscc-13-18]
189  31  36 | finished  tscc-13-18-0-62c8d50a glide-dock_HTVS_1-0170 localhost [tscc-13-18]
190  30  36 | finished  tscc-13-18-0-62c8d512 glide-dock_HTVS_1-0173 localhost [tscc-13-18]
191  29  36 | finished  tscc-13-18-0-62c8d517 glide-dock_HTVS_1-0175 localhost [tscc-13-18]
192  28  36 | finished  tscc-13-18-0-62c8d51a glide-dock_HTVS_1-0176 localhost [tscc-13-18]
193  27  36 | finished  tscc-13-18-0-62c8d51d glide-dock_HTVS_1-0177 localhost [tscc-13-18]
194  26  36 | finished  tscc-13-18-0-62c8d53e glide-dock_HTVS_1-0189 localhost [tscc-13-18]
195  25  36 | finished  tscc-13-18-0-62c8d550 glide-dock_HTVS_1-0195 localhost [tscc-13-18]
196  24  36 | finished  tscc-13-18-0-62c8d553 glide-dock_HTVS_1-0196 localhost [tscc-13-18]
197  23  36 | finished  tscc-13-18-0-62c8d556 glide-dock_HTVS_1-0197 localhost [tscc-13-18]
198  22  36 | finished  tscc-13-18-0-62c8d559 glide-dock_HTVS_1-0198 localhost [tscc-13-18]
199  21  36 | finished  tscc-13-18-0-62c8d55b glide-dock_HTVS_1-0199 localhost [tscc-13-18]
200  20  36 | finished  tscc-13-18-0-62c8d55e glide-dock_HTVS_1-0200 localhost [tscc-13-18]
201  19  36 | finished  tscc-13-18-0-62c8d561 glide-dock_HTVS_1-0201 localhost [tscc-13-18]
202  18  36 | finished  tscc-13-18-0-62c8d9d5 glide-dock_HTVS_1-0202 localhost [tscc-13-18]
203  17  36 | finished  tscc-13-18-0-62c8d9f6 glide-dock_HTVS_1-0203 localhost [tscc-13-18]
204  16  36 | finished  tscc-13-18-0-62c8da22 glide-dock_HTVS_1-0204 localhost [tscc-13-18]
204  17  35 | launched  tscc-13-18-0-62c8e054 glide-dock_HTVS_1-0221 localhost [tscc-13-18]
204  18  34 | launched  tscc-13-18-0-62c8e057 glide-dock_HTVS_1-0222 localhost [tscc-13-18]
204  19  33 | launched  tscc-13-18-0-62c8e059 glide-dock_HTVS_1-0223 localhost [tscc-13-18]
204  20  32 | launched  tscc-13-18-0-62c8e05c glide-dock_HTVS_1-0224 localhost [tscc-13-18]
204  21  31 | launched  tscc-13-18-0-62c8e05e glide-dock_HTVS_1-0225 localhost [tscc-13-18]
205  20  31 | finished  tscc-13-18-0-62c8da72 glide-dock_HTVS_1-0205 localhost [tscc-13-18]
206  19  31 | finished  tscc-13-18-0-62c8db72 glide-dock_HTVS_1-0206 localhost [tscc-13-18]
207  18  31 | finished  tscc-13-18-0-62c8dbbe glide-dock_HTVS_1-0209 localhost [tscc-13-18]
207  19  30 | launched  tscc-13-18-0-62c8e097 glide-dock_HTVS_1-0226 localhost [tscc-13-18]
207  20  29 | launched  tscc-13-18-0-62c8e099 glide-dock_HTVS_1-0227 localhost [tscc-13-18]
207  21  28 | launched  tscc-13-18-0-62c8e09c glide-dock_HTVS_1-0228 localhost [tscc-13-18]
207  22  27 | launched  tscc-13-18-0-62c8e09f glide-dock_HTVS_1-0229 localhost [tscc-13-18]
207  23  26 | launched  tscc-13-18-0-62c8e0a1 glide-dock_HTVS_1-0230 localhost [tscc-13-18]
207  24  25 | launched  tscc-13-18-0-62c8e0a3 glide-dock_HTVS_1-0231 localhost [tscc-13-18]
207  25  24 | launched  tscc-13-18-0-62c8e0a6 glide-dock_HTVS_1-0232 localhost [tscc-13-18]
207  26  23 | launched  tscc-13-18-0-62c8e0a9 glide-dock_HTVS_1-0233 localhost [tscc-13-18]
207  27  22 | launched  tscc-13-18-0-62c8e0ac glide-dock_HTVS_1-0234 localhost [tscc-13-18]
207  28  21 | launched  tscc-13-18-0-62c8e0ae glide-dock_HTVS_1-0235 localhost [tscc-13-18]
207  29  20 | launched  tscc-13-18-0-62c8e0b1 glide-dock_HTVS_1-0236 localhost [tscc-13-18]
207  30  19 | launched  tscc-13-18-0-62c8e0b4 glide-dock_HTVS_1-0237 localhost [tscc-13-18]
207  31  18 | launched  tscc-13-18-0-62c8e0b6 glide-dock_HTVS_1-0238 localhost [tscc-13-18]
207  32  17 | launched  tscc-13-18-0-62c8e0b9 glide-dock_HTVS_1-0239 localhost [tscc-13-18]
207  33  16 | launched  tscc-13-18-0-62c8e0bc glide-dock_HTVS_1-0240 localhost [tscc-13-18]
207  34  15 | launched  tscc-13-18-0-62c8e0be glide-dock_HTVS_1-0241 localhost [tscc-13-18]
